name,normalizedName,tager,legacyDefaultTag,runtimeDefaultTag,bundleIdentifier,defaultNote-ZH
,wrkspace,Automation|devops,development|utilities|system-enhancement,productivity|development|system-enhancement,null,容器和集群管理工具，适合本地开发、镜像和 Kubernetes 工作流
,preference-manager,system-maintenance,transfer|writing|media|video|utilities,utilities|system-enhancement,null,视频工具，适合播放、录制、剪辑或转换视频
,apple-store-time-machine,ide,development|system,development,null,Apple Store 开业日 3D 重建浏览工具
,timeular,GTD,utilities,productivity,null,效率管理工具，适合安排任务、日程或跟踪时间
,warsaw,security|finance|education,utilities|finance|education|security,finance|education|security,null,银行安全组件，常见于巴西网银登录和交易保护
,wiso-steuer-2023,finance,utilities,finance,null,财务工具，适合记账、发票、资产或交易管理
,yealink-meeting,Meeting,communication|productivity|media|video,communication|productivity,null,亿联会议客户端，适合连接会议室设备和远程会议
,desktoputility,Automation,productivity|utilities,productivity|system-enhancement,null,效率工具，适合文档、记录或日常工作流
,keypad-layout,ui-prototyping,design|utilities,design,null,设计工具，适合图形、界面或视觉创作
,sizzy,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,baritone,audio,media|audio|utilities|system-enhancement|entertainment,media|audio,null,Minecraft 自动寻路工具，适合研究和辅助复杂移动
,brightauthor-connected,device-management,utilities,utilities|system-enhancement,null,BrightSign 设备配置和管理工具
,livebook-nightly,writing,development|writing,writing,null,Elixir 开发者代码笔记本
,trezor-bridge,security,browser,security,null,沟通工具，适合聊天、邮件、通话或团队交流
,dcp-o-matic-playlist-editor,video,development|design|media|video|audio,media|video,null,编辑 DCP 放映列表，整理影院播放顺序更清楚
,icon-shelf,picture-photo,development|media|picture-photo,media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,netxms-management-console,system-maintenance,utilities|system|system-enhancement,utilities|system-enhancement,null,网络和基础设施监控管理系统
,autumn,ide,development|utilities|system-enhancement,development,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,dcp-o-matic-batch-converter,video|audio,development|design|media|video|audio,media|video|audio,null,批量转换影片到 DCP，处理多条片源时很省事
,dcp-o-matic-encode-server,video|audio,development|design|media|video|audio,media|video|audio,null,分担 DCP 编码任务，让电影打包速度更快
,rode-virtual-channels,device-management,utilities,utilities|system-enhancement,null,
,threema-work,communication|security,communication|utilities|security,communication|security,null,端到端加密即时通讯工具，适合安全聊天
,poker-copilot,finance,finance|ai-tools,finance,null,财务工具，适合账务、预算或资产相关管理
,vimcal,communication|GTD,communication|productivity|development,communication|productivity,null,效率管理工具，适合安排任务、日程或跟踪时间
,f-bar,system-maintenance,utilities,utilities|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,ivideon-client,video|security,browser|media|video,media|video|security,null,Ivideon 账号监控视频查看工具
,kactus,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,uncrustifyx,runtime-sdk,browser|writing|utilities,development,null,写作和笔记工具，适合记录、编辑和整理文本内容
,vimediamanager,video,development|media|video,media|video,null,视频工具，适合播放、录制、剪辑或转换视频
,cisco-proximity,Meeting,communication|productivity|media|video,communication|productivity,null,连接会议室设备共享屏幕，适合企业会议和演示
,dcp-o-matic-combiner,video,development|design|media|video|audio,media|video,null,视频工具，适合播放、录制、剪辑或转换视频
,free-podcast-transcription,audio,media|audio|entertainment,media|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,trivial,transfer,file-management|transfer|utilities,transfer|utilities,null,传输工具，适合下载、同步或在设备间传文件
,agisoft-metashape-standard-edition,picture-photo,development|media|picture-photo,media|picture-photo,null,数字图像处理和 3D 空间数据生成工具
,batchoutput-pdf,PDF,utilities,writing|utilities,null,办公文档工具，适合阅读、编辑或管理文档资料
,bonita-studio-community-edition,GTD,productivity|utilities|system-enhancement,productivity,null,
,ipepresenter,office,productivity,productivity|writing,null,办公文档工具，适合阅读、编辑或管理文档资料
,mozregression-gui,ide,browser|file-management|utilities,development,null,开发相关工具，适合编程、调试或管理开发环境
,pdfelement-express,PDF,utilities,writing|utilities,null,PDF 编辑工具，适合编辑、标注和处理 PDF 文档
,podcastmenu,audio|system-maintenance,media|audio|utilities|system-enhancement|entertainment,media|audio|utilities|system-enhancement,null,菜单栏播客工具，不打开主应用也能收听节目
,ringcentral-meetings,Meeting,communication|productivity|media|video,communication|productivity,null,RingCentral 会议客户端，适合远程视频沟通
,genesys-cloud-for-macos,Meeting,browser,communication|productivity,null,
,mockuuups-studio,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,paragon-camptune,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,provideoplayer,video,productivity|media|video,media|video,null,演示工具，适合制作展示内容或现场演示
,focusrite-saffire-mixcontrol,device-management,utilities,utilities|system-enhancement,null,
,wing-personal,ide,development|design,development,null,编程开发工具，适合编写、阅读和维护代码
,output-factory,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,splitshow,office,productivity,productivity|writing,null,办公文档工具，适合阅读、编辑或管理文档资料
,utterly,video|audio,communication|media|video|audio,media|video|audio,null,音频工具，适合播放、制作、编辑或管理声音内容
,wiso-steuer-2021,finance,utilities,finance,null,财务工具，适合记账、发票、资产或交易管理
,qnap-qudedup-extract-tool,device-management,utilities,utilities|system-enhancement,null,
,tune-instructor,audio,media|audio|utilities|system-enhancement,media|audio,null,Apple Music 菜单栏控制工具
,shortcutor,Automation,utilities|system-enhancement,productivity|system-enhancement,null,系统增强工具，适合优化窗口、菜单栏、输入或设备状态
,wiso-steuer-2020,finance,utilities,finance,null,财务工具，适合记账、发票、资产或交易管理
,convert3dgui,picture-photo|terminal-tools,media|picture-photo,development|media|picture-photo,null,开发者工具，适合命令行、构建、调试或工程管理
,ethui,finance,development|finance,finance,null,财务工具，适合记账、发票、资产或交易管理
,mockplus,Font|ui-prototyping|3d-cad,design,design|utilities,null,设计工具，适合图形、界面、字体或建模相关工作
,mmhmm-studio,video|Meeting,productivity|media|video,communication|productivity|media|video,null,办公文档工具，适合阅读、编辑或管理文档资料
,photozoom-pro,picture-photo,development|media|picture-photo,media|picture-photo,null,图片工具，适合浏览、编辑、转换或管理图片
,screenfocus,window-management,utilities,utilities|system-enhancement,null,多屏幕管理工具
,shearwater-cloud,system-maintenance,utilities,utilities|system-enhancement,null,潜水日志查看、编辑和分享工具
,arkiwi,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,betwixt,security,browser,security,null,网络调试工具，适合抓包、代理和排查连接问题
,cashnotify,finance|system-maintenance,utilities|finance,utilities|system-enhancement|finance,null,菜单栏收款提醒工具，适合关注支付和收入动态
,iit-certification-signature,security,browser,security,null,乌克兰税务电子签名浏览器组件
,machacha,file-management,utilities,file-management|utilities,null,文件管理工具，适合整理、传输、清理或备份文件
,xliff-editor,system-maintenance,utilities,utilities|system-enhancement,null,加载迅速、使用简便且内存占用低的编辑工具，专为处理XLIFF文件而设计
,criptext,communication|security,communication|utilities|security,communication|security,null,邮件客户端，适合集中收发和管理邮箱
